"Occurences","Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL","Ortho_N","Phono_N","Freq_N","BG_Sum","BG_Mean","NPhon","NSyll","NMorph","POS"
"1","bits","4","12","23833","10.08","15","31","8.17","8155","2718.33","4","1","2","NN"
"1","black","5","203","160756","11.99","5","14","7.25","11256","2814.00","4","1","1","JJ|NN|VB"
"1","blade","5","13","9592","9.17","6","16","6.80","13265","3316.25","4","1","1","NN"
"1","BLAIR","5","NULL","3693","8.21","2","8","7.51","9689","2422.25","4","1","1","NN"
"1","BLAKE","5","NULL","4317","8.37","9","14","6.82","8860","2215.00","4","1","1","NN"
"1","blame","5","34","17326","9.76","8","10","6.96","11717","2929.25","4","1","1","VB|NN"
"1","blast","5","15","18943","9.85","4","3","6.25","16957","4239.25","5","1","1","NN|VB"
"1","bled","4","3","530","6.27","5","13","7.34","16836","5612.00","4","1","1","VB"
"1","bleed","5","2","2526","7.83","4","12","6.80","18622","4655.50","4","1","1","VB"
"1","bless","5","9","3927","8.28","3","5","3.70","25289","6322.25","4","1","1","VB"
"1","blew","4","12","5337","8.58","6","13","7.24","9371","3123.67","3","1","1","VB"
"1","blind","5","47","13559","9.51","4","5","7.81","25774","6443.50","5","1","1","JJ|NN|VB"
"1","blink","5","4","2056","7.63","5","4","7.24","23198","5799.50","5","1","1","VB|NN"
"1","blob","4","2","1170","7.06","6","9","6.61","5860","1953.33","4","1","1","NN|VB"
"1","block","5","66","33257","10.41","5","13","8.09","8500","2125.00","4","1","1","NN|VB"
"1","blocks","6","37","14411","9.58","4","10","7.20","9218","1843.60","5","1","2","NN|VB"
"1","blonde","6","20","6624","8.80","1","4","5.08","21468","4293.60","5","1","1","JJ|NN"
"1","blood","5","121","51801","10.86","4","8","8.01","8100","2025.00","4","1","1","NN"
"1","bloody","6","8","8726","9.07","2","0","3.71","8363","1672.60","5","2","2","JJ"
"1","bloom","5","12","3773","8.24","3","10","8.44","9263","2315.75","4","1","1","NN|VB"
"1","blow","4","33","16920","9.74","9","11","7.84","6429","2143.00","3","1","1","NN|VB"
"1","blown","5","9","5759","8.66","5","11","7.23","6730","1682.50","4","1","2","VB"
"1","blows","5","8","4716","8.46","11","16","5.55","6739","1684.75","4","1","2","NN|VB"
"1","blue","4","143","89005","11.40","6","13","6.29","4215","1405.00","3","1","1","JJ|NN"
"1","blues","5","22","12589","9.44","6","16","5.21","16951","4237.75","4","1","2","NN"
"1","blur","4","3","1628","7.40","3","6","8.34","6166","2055.33","3","1","1","NN|VB"
"1","blush","5","2","1254","7.13","4","6","7.35","9061","2265.25","4","1","1","VB|NN"
"1","board","5","239","79617","11.28","3","35","7.23","9845","2461.25","4","1","1","NN|VB"
"1","boards","6","47","23212","10.05","2","19","5.58","10940","2188.00","5","1","2","NN|VB"
"1","boat","4","72","15857","9.67","11","39","7.79","10722","3574.00","3","1","1","NN"
"1","boats","5","51","5615","8.63","9","22","7.25","13449","3362.25","4","1","2","NN"
"1","bob","3","40","63942","11.07","23","35","7.30","2442","1221.00","3","1","1","NN|VB"
"1","Bob's","5","1","2102","7.65","3","31","5.71","4276","1069.00","4","1","2","encl"
"1","bobbed","6","2","216","5.38","8","17","4.50","12924","2584.80","4","1","2","VB"
"1","Bobby","5","23","7378","8.91","4","21","7.46","3063","765.75","4","2","2","NN"
"1","bodies","6","64","14302","9.57","2","9","5.06","23429","4685.80","5","2","2","NN|VB"
"1","body","4","276","116235","11.66","7","25","5.30","3047","1015.67","4","2","1","NN"
"1","bog","3","1","6275","8.74","23","30","8.35","2859","1429.50","3","1","1","NN|VB"
"1","boiled","6","10","1941","7.57","8","16","5.26","20202","4040.40","4","1","2","VB"
"1","bold","4","21","5486","8.61","15","35","8.68","5079","1693.00","4","1","1","JJ"
"1","bolt","4","10","7295","8.89","12","15","7.73","5135","1711.67","4","1","1","NN|VB"
"1","bolted","6","7","764","6.64","4","4","5.46","21766","4353.20","6","2","2","VB"
"1","bond","4","46","12955","9.47","13","24","7.86","13173","4391.00","4","1","1","NN|VB"
"1","bone","4","33","16063","9.68","20","50","7.68","15122","5040.67","3","1","1","NN|VB"
"1","bones","5","20","7197","8.88","16","33","6.35","27858","6964.50","4","1","2","NN|VB"
"1","bonnet","6","3","425","6.05","2","2","6.00","19014","3802.80","5","2","1","NN"
"1","bony","4","7","247","5.51","11","20","7.19","10225","3408.33","4","2","2","JJ"
"1","boo","3","1","1539","7.34","18","62","8.17","3583","1791.50","2","1","1","VB|NN"
"1","book","4","193","190905","12.16","15","25","7.34","4049","1349.67","3","1","1","NN|VB"
"1","books","5","96","111046","11.62","13","25","5.89","4767","1191.75","4","1","2","NN|VB"
"1","boom","4","8","4284","8.36","10","25","8.39","5845","1948.33","3","1","1","NN|VB"
"1","BOONE","5","NULL","1044","6.95","4","41","6.50","17020","4255.00","3","1","1","NN"
"1","boot","4","13","43868","10.69","18","43","7.55","5443","1814.33","3","1","1","NN|VB"
"1","booth","5","7","4464","8.40","4","19","7.47","7952","1988.00","3","1","1","NN"
"1","boots","5","20","10725","9.28","19","28","5.89","8170","2042.50","4","1","2","NN|VB"
"1","bored","5","14","7024","8.86","11","35","5.18","23200","5800.00","4","1","2","VB|JJ"
"1","boring","6","5","12707","9.45","10","17","5.09","36321","7264.20","5","2","2","JJ|NN|VB"
"1","BORIS","5","NULL","4828","8.48","4","5","4.46","18549","4637.25","5","2","1","NN"
"1","born","4","113","35181","10.47","15","23","7.22","7780","2593.33","4","1","1","VB|JJ"
"1","Borneo","6","1","225","5.42","0","0","NULL","13445","2689.00","6","3","1","NN"
"1","borrow","6","9","4242","8.35","4","17","6.67","13669","2733.80","4","2","1","VB"
"1","boss","4","20","10002","9.21","22","21","6.32","7458","2486.00","3","1","1","NN|VB"
"1","bossy","5","NULL","311","5.74","3","8","3.16","7854","1963.50","4","2","2","JJ"
"1","Boston","6","61","27335","10.22","1","1","3.91","22291","4458.20","6","2","2","NN"
"1","both","4","730","296623","12.60","6","18","6.95","6054","2018.00","3","1","1","minor"
"1","bother","6","22","20419","9.92","4","8","4.85","22760","4552.00","4","2","1","VB|NN|minor"
"1","bottle","6","76","18633","9.83","4","16","3.54","12622","2524.40","4","2","1","NN|VB"
"1","bottom","6","88","43483","10.68","0","2","NULL","10228","2045.60","5","2","1","NN|VB|JJ"
"1","bought","6","56","57147","10.95","4","37","6.59","7526","1505.20","3","1","1","VB"
"1","bounce","6","8","4232","8.35","2","3","6.45","13698","2739.60","4","1","1","VB|NN"
"1","bounds","6","10","2885","7.97","8","12","7.49","12808","2561.60","5","1","2","NN|VB"
"1","bout","4","7","5608","8.63","9","30","6.96","7164","2388.00","3","1","1","NN"
"1","bow","3","15","7503","8.92","23","58","8.62","3011","1505.50","2","1","1","NN"
"1","bowed","5","7","1014","6.92","15","49","5.58","12089","3022.25","3","1","2","JJ"
"1","bowl","4","23","10720","9.28","10","49","5.51","3190","1063.33","3","1","1","NN|VB"
"1","bowls","5","3","1100","7.00","9","41","4.06","4358","1089.50","4","1","2","NN|VB"
"1","bows","4","3","1206","7.10","17","32","6.37","3321","1107.00","3","1","2","NN|VB"
"1","box","3","70","171530","12.05","16","40","7.92","1930","965.00","4","1","1","NN|VB"
"1","boxes","5","14","24778","10.12","10","5","5.84","14919","3729.75","6","2","2","NN|VB"
"1","boy","3","242","42823","10.66","20","27","8.35","1981","990.50","2","1","1","NN"
"1","boy's","5","16","2837","7.95","2","27","6.51","4003","1000.75","3","1","2","encl"
"1","BOYD","4","NULL","2604","7.86","3","28","9.39","2086","695.33","3","1","1","NN"
"1","boys","4","143","23926","10.08","15","27","6.30","2546","848.67","3","1","2","NN"
"1","Brad","4","1","12450","9.43","11","19","6.82","9247","3082.33","4","1","1","NN"
"1","brag","4","2","1165","7.06","9","10","6.85","8800","2933.33","4","1","1","VB"
"1","braids","6","1","186","5.23","2","13","8.68","11652","2330.40","5","1","2","NN|VB"
"1","brain","5","45","54113","10.90","7","28","7.57","23592","5898.00","4","1","1","NN"
"1","brains","6","18","6642","8.80","5","15","6.85","27722","5544.40","5","1","2","NN"
"1","brake","5","2","6154","8.72","7","21","7.14","9719","2429.75","4","1","1","NN|VB"
"1","brakes","6","7","4661","8.45","6","8","3.75","22455","4491.00","5","1","2","NN|VB"
"1","bran","4","1","594","6.39","12","21","7.06","14544","4848.00","4","1","1","NN"
"1","branch","6","33","13544","9.51","2","4","5.19","20366","4073.20","5","1","1","NN|VB"
"1","brand","5","17","25019","10.13","4","8","6.74","17760","4440.00","5","1","1","NN|VB"
"1","brass","5","19","12055","9.40","8","14","5.00","14116","3529.00","4","1","1","NN"
"1","brave","5","24","5524","8.62","7","14","6.99","11526","2881.50","4","1","1","JJ"
"1","Brazil","6","8","6287","8.75","0","0","NULL","11063","2212.60","6","2","1","NN"
"1","bread","5","41","9063","9.11","6","19","8.43","14625","3656.25","4","1","1","NN"
"1","break","5","88","47766","10.77","6","21","6.72","13283","3320.75","4","1","1","VB|NN"
"1","breaks","6","12","10802","9.29","4","8","4.61","14001","2800.20","5","1","2","NN|VB"
"1","breast","6","11","7545","8.93","0","6","NULL","23194","4638.80","5","1","1","NN|VB"
"1","breath","6","53","14432","9.58","2","5","6.76","23360","4672.00","4","1","1","NN"
"1","breeze","6","14","2120","7.66","2","26","6.83","12524","2504.80","4","1","1","NN|VB"
"1","Brett","5","4","8383","9.03","1","12","5.00","14045","3511.25","4","1","1","NN"
"1","Brian","5","5","44247","10.70","3","0","6.69","17011","4252.75","5","1","1","NN"
"1","brick","5","18","3969","8.29","8","23","6.95","13832","3458.00","4","1","1","NN"
"1","bricks","6","6","1693","7.43","4","9","4.78","14550","2910.00","5","1","2","NN"
"1","bridge","6","98","19356","9.87","2","9","6.66","11642","2328.40","4","1","1","NN|VB"
"1","bright","6","87","13726","9.53","4","16","6.76","10548","2109.60","4","1","1","JJ|NN"
"1","bring","5","158","56510","10.94","5","16","7.32","30702","7675.50","4","1","1","VB"
"1","brings","6","40","12634","9.44","5","7","5.14","31363","6272.60","5","1","2","VB"
"1","brisk","5","7","348","5.85","3","4","7.00","13449","3362.25","5","1","1","JJ"
"1","broad","5","84","12608","9.44","2","17","7.83","8392","2098.00","4","1","1","JJ|NN"
"1","broke","5","72","14085","9.55","2","13","7.76","7861","1965.25","4","1","1","VB|NN|JJ"
"1","broken","6","63","25599","10.15","1","2","8.44","15060","3012.00","6","2","2","VB|JJ"
"1","brook","5","3","2791","7.93","3","8","6.67","7945","1986.25","4","1","1","NN|VB"
"1","brooks","6","16","6896","8.84","4","5","5.53","8663","1732.60","5","1","2","NN|VB"
"1","broom","5","2","600","6.40","4","15","7.54","9741","2435.25","4","1","1","NN"
"1","brooms","6","NULL","78","4.36","5","8","5.81","10370","2074.00","5","1","2","NN"
"1","brown","5","176","42129","10.65","8","14","6.91","7208","1802.00","4","1","1","JJ|NN|VB"
"1","browns","6","NULL","898","6.80","5","11","5.33","11338","2267.60","5","1","2","NN|VB"
"1","BRUNO","5","NULL","2343","7.76","1","1","6.29","7470","1867.50","5","2","1","NN"
"1","brush","5","44","5701","8.65","3","4","6.94","8312","2078.00","4","1","1","NN|VB"
"1","brute","5","6","2816","7.94","1","19","10.16","12999","3249.75","4","1","1","NN"
"1","BRYANT","6","NULL","3362","8.12","0","1","NULL","15156","3031.20","6","1","1","NN"
"1","bubble","6","12","5866","8.68","5","9","5.59","11098","2219.60","4","2","1","NN|JJ|VB"
"1","buck","4","20","6798","8.82","16","35","7.73","4070","1356.67","3","1","1","NN|VB"
"1","buck's","6","1","104","4.64","1","27","2.48","5942","1188.40","4","1","2","encl"
"1","bucket","6","7","3329","8.11","2","2","5.42","8872","1774.40","5","2","1","NN|VB"
"1","bucks","5","6","11121","9.32","15","27","5.25","4788","1197.00","4","1","2","NN|VB"
"1","bud","3","9","5259","8.57","16","35","8.74","1841","920.50","3","1","1","NN|VB"
"1","buds","4","5","1257","7.14","15","17","6.54","2936","978.67","4","1","2","NN|VB"
"1","bug","3","4","32226","10.38","20","32","8.46","1777","888.50","3","1","1","NN|VB"
"1","buggy","5","6","4444","8.40","5","14","3.43","2582","645.50","4","2","1","NN"
"1","bugs","4","8","18337","9.82","18","25","6.04","2438","812.67","4","1","2","NN|VB"
"1","build","5","86","47708","10.77","2","29","9.40","5728","1432.00","4","1","1","VB|NN"
"1","built","5","103","39879","10.59","3","26","8.91","5784","1446.00","4","1","1","VB"
"1","bulb","4","7","3246","8.09","2","2","8.94","3512","1170.67","4","1","1","NN"
"1","bulbs","5","3","2127","7.66","3","0","4.53","3959","989.75","5","1","2","NN"
"1","bull","4","14","8305","9.02","17","26","7.97","7253","2417.67","3","1","1","NN"
"1","bullet","6","28","8338","9.03","6","4","4.11","16860","3372.00","5","2","1","NN"
"1","bully","5","4","1379","7.23","12","20","6.34","11138","2784.50","4","2","1","NN|VB"
"1","bum","3","7","1698","7.44","12","29","8.67","2548","1274.00","3","1","1","NN|VB"
"1","bump","4","5","2682","7.89","10","12","7.13","4117","1372.33","4","1","1","NN|VB"
"1","bumped","6","2","2127","7.66","8","9","6.83","15385","3077.00","5","1","2","VB"
"1","bumper","6","2","2465","7.81","4","5","6.98","20450","4090.00","5","2","1","JJ"
"1","bumps","5","1","1780","7.48","10","13","5.95","4862","1215.50","5","1","2","NN|VB"
"1","bumpy","5","NULL","500","6.21","4","6","5.85","4279","1069.75","5","2","2","JJ"
"1","bun","3","1","886","6.79","20","51","9.13","4307","2153.50","3","1","1","NN"
"1","bunch","5","17","30310","10.32","8","8","7.71","10129","2532.25","4","1","1","NN|VB"
"1","bundle","6","20","3503","8.16","2","1","4.31","14866","2973.20","5","2","1","NN|VB"
"1","bunny","5","1","5325","8.58","8","21","6.38","5479","1369.75","4","2","1","NN"
"1","buns","4","8","1014","6.92","21","38","6.78","8437","2812.33","4","1","2","NN"
"1","buried","6","18","6871","8.84","6","5","3.96","22322","4464.40","5","2","2","VB"
"1","burn","4","15","12496","9.43","11","44","7.20","4883","1627.67","3","1","1","VB|NN"
"1","burned","6","40","7750","8.96","8","16","5.23","18132","3626.40","4","1","2","VB|JJ"
"1","burns","5","23","6687","8.81","7","29","5.53","9013","2253.25","4","1","2","NN|VB"
"1","burro","5","1","111","4.71","1","5","4.89","9446","2361.50","4","2","1","NN"
"1","burst","5","33","6353","8.76","4","28","4.62","15307","3826.75","4","1","1","NN|VB"
"1","bury","4","6","2411","7.79","12","39","6.70","4958","1652.67","4","2","1","VB|NN"
"1","bus","3","34","35778","10.49","12","25","8.49","4176","2088.00","3","1","1","NN|VB"
"1","buses","5","6","2557","7.85","7","11","4.99","20915","5228.75","5","2","2","NN|VB"
"1","bush","4","14","10889","9.30","13","10","7.03","6834","2278.00","3","1","1","NN"
"1","bushes","6","11","1233","7.12","11","6","4.66","23127","4625.40","5","2","2","NN"
"1","bushy","5","NULL","453","6.12","6","7","4.78","7312","1828.00","4","2","2","JJ"
"1","buster","6","3","2449","7.80","11","11","5.77","33373","6674.60","5","2","1","NN"
"1","busy","4","58","19614","9.88","6","11","6.53","4572","1524.00","4","2","1","JJ"
"1","but","3","4381","2128964","14.57","18","37","9.21","2974","1487.00","3","1","1","minor"
"1","butch","5","NULL","1568","7.36","8","13","7.84","6854","1713.50","3","1","1","NN|JJ"
"1","butler","6","4","3657","8.20","3","1","6.32","23640","4728.00","5","2","1","NN"
"1","butter","6","27","6848","8.83","11","20","7.16","26230","5246.00","4","2","1","NN|VB"
"1","button","6","10","30330","10.32","5","9","6.40","15667","3133.40","4","2","1","NN|VB"
"1","buy","3","70","130387","11.78","10","46","9.73","1155","577.50","2","1","1","VB|NN"
"1","buying","6","30","35503","10.48","3","16","2.60","24843","4968.60","4","2","2","VB|NN"
"1","buys","4","11","4089","8.32","10","50","7.22","1720","573.33","3","1","2","VB|NN"
"1","buzz","4","13","3746","8.23","1","35","6.59","1375","458.33","3","1","1","NN|VB"
"1","buzzed","6","2","311","5.74","3","7","4.93","10593","2118.60","4","1","2","VB"
"1","cab","3","12","3387","8.13","18","32","8.30","5832","2916.00","3","1","1","NN"
"1","cabin","5","23","3130","8.05","2","2","3.79","21811","5452.75","5","2","1","NN"
"1","cable","5","7","41840","10.64","6","8","6.33","14584","3646.00","4","2","1","NN|VB"
"1","cables","6","2","9147","9.12","5","8","6.17","27320","5464.00","5","2","2","NN|VB"
"1","cactus","6","NULL","1211","7.10","0","0","NULL","13034","2606.80","6","2","2","NN"
"1","cafe","4","20","4444","8.40","11","3","8.86","5464","1821.33","4","2","1","NN"
"1","cage","4","9","8498","9.05","13","17","9.51","7754","2584.67","3","1","1","NN"
"1","cages","5","2","1289","7.16","14","9","7.09","20490","5122.50","5","2","2","NN"
"1","cake","4","13","6250","8.74","19","30","9.36","6339","2113.00","3","1","1","NN|VB"
"1","cakes","5","3","1339","7.20","19","25","6.87","19075","4768.75","4","1","2","NN|VB"
"1","CAL","3","NULL","10361","9.25","15","38","8.94","9760","4880.00","3","1","1","NN"
"1","CALEB","5","NULL","415","6.03","0","0","NULL","16920","4230.00","5","2","1","NN"
"1","calf","4","11","1478","7.30","5","24","7.57","9958","3319.33","3","1","1","NN"
"1","call","4","188","241962","12.40","16","45","7.93","13644","4548.00","3","1","1","VB|NN"
"1","called","6","401","187701","12.14","10","23","4.46","28347","5669.40","4","1","2","VB"
"1","caller","6","2","4764","8.47","4","18","7.87","33412","6682.40","4","2","2","NN"
"1","calls","5","70","46308","10.74","13","31","5.79","14812","3703.00","4","1","2","VB|NN"
"1","calm","4","35","6300","8.75","5","37","7.64","10013","3337.67","3","1","1","JJ|NN|VB"
"1","calmly","6","11","1200","7.09","0","2","NULL","13982","2796.40","5","2","2","RB"
"1","Calvin","6","4","4291","8.36","1","0","4.85","26123","5224.60","5","2","1","NN"
"1","cam","3","1","3831","8.25","20","42","9.00","5821","2910.50","3","1","1","NN"
"1","came","4","622","115002","11.65","20","27","9.21","9196","3065.33","3","1","1","VB"
"1","camel","5","1","3375","8.12","1","8","6.99","12876","3219.00","4","2","1","NN"
"1","camera","6","36","18427","9.82","0","0","NULL","28381","5676.20","5","2","1","NN"
"1","camp","4","75","15938","9.68","10","10","6.37","7390","2463.33","4","1","1","NN|VB"
"1","camped","6","1","420","6.04","6","8","3.86","18658","3731.60","5","1","2","VB"
"1","can","3","1772","1625073","14.30","24","46","9.45","11164","5582.00","3","1","1","VB|NN"
"1","can't","5","169","275909","12.53","1","18","3.81","11551","2887.75","4","1","2","encl"
"1","Canada","6","34","83931","11.34","0","0","NULL","17134","3426.80","6","3","1","NN"
"1","canal","5","3","2775","7.93","2","0","6.97","19863","4965.75","5","2","1","NN"
